id,user_id,week_start,week_end,average_stress_score,average_sleep_hours,average_screen_time,average_study_hours,high_stress_days,dominant_stress_level,stress_trend,main_trigger,created_at
736,62,2026-01-22,2026-01-28,54.23,6.25,5.8,3.71,0,Medium,Stable,Low Mood,2026-01-28 21:00:00
737,62,2026-01-29,2026-02-04,69.64,5.62,7.23,5.87,4,High,Stable,Academic Pressure,2026-02-04 21:00:00
738,62,2026-02-05,2026-02-11,60.91,6.48,6.39,3.43,1,Medium,Stable,Low Mood,2026-02-11 21:00:00
739,62,2026-02-12,2026-02-18,57.01,6.09,5.83,4.2,0,Medium,Stable,Low Mood,2026-02-18 21:00:00
740,62,2026-02-19,2026-02-25,52.95,6.26,5.35,3.79,0,Medium,Stable,Low Mood,2026-02-25 21:00:00
741,62,2026-02-26,2026-03-04,59.28,5.47,6.09,3.69,0,Medium,Increasing,Academic Pressure,2026-03-04 21:00:00
742,62,2026-03-05,2026-03-11,54.06,6.2,5.84,3.93,0,Medium,Stable,Low Mood,2026-03-11 21:00:00
743,62,2026-03-12,2026-03-18,65.98,5.94,7.04,6.25,2,Medium,Stable,Academic Pressure,2026-03-18 21:00:00
744,62,2026-03-19,2026-03-25,59.05,5.97,5.75,3.95,1,Medium,Decreasing,Academic Pressure,2026-03-25 21:00:00
745,63,2026-01-01,2026-01-07,50.7,7.54,6.32,3.6,0,Medium,Decreasing,Low Mood,2026-01-07 21:00:00
746,63,2026-01-08,2026-01-14,50.44,7.34,7.05,3.51,0,Medium,Stable,Stable Routine,2026-01-14 21:00:00
747,63,2026-01-15,2026-01-21,49.29,7.63,6.8,3.15,0,Medium,Stable,Stable Routine,2026-01-21 21:00:00
748,63,2026-01-22,2026-01-28,55.52,7.77,6.89,3.23,0,Medium,Decreasing,Low Mood,2026-01-28 21:00:00
749,63,2026-01-29,2026-02-04,63.18,6.71,7.82,4.75,0,Medium,Stable,Low Mood,2026-02-04 21:00:00
750,63,2026-02-05,2026-02-11,55.3,7.49,7.06,4.08,1,Medium,Decreasing,Low Mood,2026-02-11 21:00:00
751,63,2026-02-12,2026-02-18,53.26,7.39,7.79,4.23,0,Medium,Stable,Low Mood,2026-02-18 21:00:00
752,63,2026-02-19,2026-02-25,51.52,7.5,6.79,3.28,0,Medium,Stable,Low Mood,2026-02-25 21:00:00
753,63,2026-02-26,2026-03-04,50.89,7.44,6.86,3.08,0,Medium,Stable,Financial Worry,2026-03-04 21:00:00
754,63,2026-03-05,2026-03-11,53.33,7.1,6.85,3.49,0,Medium,Stable,Low Mood,2026-03-11 21:00:00
755,63,2026-03-12,2026-03-18,63.84,6.7,7.74,5.11,2,Medium,Stable,Academic Pressure,2026-03-18 21:00:00
756,63,2026-03-19,2026-03-25,53.02,7.92,7.17,3.05,0,Medium,Stable,Financial Worry,2026-03-25 21:00:00
757,64,2026-01-01,2026-01-07,54.83,6.34,6.36,3.5,0,Medium,Increasing,Low Physical Activity,2026-01-07 21:00:00
758,64,2026-01-08,2026-01-14,57.72,5.83,5.99,3.89,0,Medium,Stable,Low Mood,2026-01-14 21:00:00
759,64,2026-01-15,2026-01-21,56.87,6.24,7.02,4.14,0,Medium,Decreasing,Low Mood,2026-01-21 21:00:00
760,64,2026-01-22,2026-01-28,57.86,6.06,5.93,3.96,1,Medium,Increasing,Academic Pressure,2026-01-28 21:00:00
761,64,2026-01-29,2026-02-04,73.23,5.56,8.25,6.2,6,High,Decreasing,Academic Pressure,2026-02-04 21:00:00
762,64,2026-02-05,2026-02-11,62.92,5.67,7.38,3.75,1,Medium,Stable,Sleep Deficit,2026-02-11 21:00:00
763,64,2026-02-12,2026-02-18,57.96,6.03,6.96,4.03,0,Medium,Stable,Low Mood,2026-02-18 21:00:00
764,64,2026-02-19,2026-02-25,53.85,6.08,6.17,4.25,0,Medium,Increasing,Sleep Deficit,2026-02-25 21:00:00
765,64,2026-02-26,2026-03-04,54.56,5.86,6.03,3.54,0,Medium,Stable,Academic Pressure,2026-03-04 21:00:00
766,64,2026-03-05,2026-03-11,61.48,5.96,7.27,3.31,1,Medium,Stable,Academic Pressure,2026-03-11 21:00:00
767,64,2026-03-12,2026-03-18,71.96,5.34,7.18,5.71,4,High,Stable,Academic Pressure,2026-03-18 21:00:00
768,64,2026-03-19,2026-03-25,61.08,6.4,6.76,4.09,1,Medium,Stable,Low Mood,2026-03-25 21:00:00
769,65,2026-01-01,2026-01-07,56.28,5.88,8.26,5.62,1,Medium,Stable,Low Mood,2026-01-07 21:00:00
770,65,2026-01-08,2026-01-14,55.91,5.95,7.2,5.07,1,Medium,Stable,Academic Pressure,2026-01-14 21:00:00
771,65,2026-01-15,2026-01-21,57.71,6.05,7.92,5.97,1,Medium,Increasing,Sleep Deficit,2026-01-21 21:00:00
772,65,2026-01-22,2026-01-28,60.72,5.57,7.81,4.7,0,Medium,Stable,Sleep Deficit,2026-01-28 21:00:00
773,65,2026-01-29,2026-02-04,64.36,6.0,8.17,6.7,0,Medium,Stable,Academic Pressure,2026-02-04 21:00:00
774,65,2026-02-05,2026-02-11,61.22,6.14,7.93,5.19,1,Medium,Stable,Academic Pressure,2026-02-11 21:00:00
775,65,2026-02-12,2026-02-18,56.88,5.95,7.57,5.06,1,Medium,Increasing,Sleep Deficit,2026-02-18 21:00:00
776,65,2026-02-19,2026-02-25,60.5,6.15,7.64,5.39,1,Medium,Stable,Low Mood,2026-02-25 21:00:00
777,65,2026-02-26,2026-03-04,59.86,5.78,7.76,5.2,1,Medium,Stable,Sleep Deficit,2026-03-04 21:00:00
778,65,2026-03-05,2026-03-11,58.38,5.97,7.64,5.29,0,Medium,Decreasing,Low Mood,2026-03-11 21:00:00
779,65,2026-03-12,2026-03-18,68.35,5.89,8.47,6.46,3,Medium,Stable,Academic Pressure,2026-03-18 21:00:00
780,65,2026-03-19,2026-03-25,58.94,6.33,8.2,5.58,1,Medium,Stable,Low Mood,2026-03-25 21:00:00
781,66,2026-01-01,2026-01-07,45.26,6.28,6.61,4.33,0,Medium,Stable,Stable Routine,2026-01-07 21:00:00
782,66,2026-01-08,2026-01-14,50.0,6.78,6.06,4.1,0,Medium,Stable,Low Mood,2026-01-14 21:00:00
783,66,2026-01-15,2026-01-21,44.61,7.14,6.36,4.67,0,Medium,Stable,Stable Routine,2026-01-21 21:00:00
784,66,2026-01-22,2026-01-28,43.7,6.72,6.02,4.28,0,Medium,Decreasing,Stable Routine,2026-01-28 21:00:00
785,66,2026-01-29,2026-02-04,63.98,5.73,7.15,6.06,1,Medium,Stable,Academic Pressure,2026-02-04 21:00:00
786,66,2026-02-05,2026-02-11,46.1,6.62,6.1,3.78,0,Medium,Stable,Stable Routine,2026-02-11 21:00:00
787,66,2026-02-12,2026-02-18,47.91,6.43,6.13,4.11,0,Medium,Stable,Low Mood,2026-02-18 21:00:00
788,66,2026-02-19,2026-02-25,50.73,6.11,6.29,4.63,0,Medium,Decreasing,Sleep Deficit,2026-02-25 21:00:00
789,66,2026-02-26,2026-03-04,51.61,6.87,6.21,4.25,0,Medium,Increasing,Low Mood,2026-03-04 21:00:00
790,66,2026-03-05,2026-03-11,46.96,6.85,6.72,4.72,0,Medium,Decreasing,Low Mood,2026-03-11 21:00:00
791,66,2026-03-12,2026-03-18,62.36,6.09,7.05,6.29,1,Medium,Stable,High Fatigue,2026-03-18 21:00:00
792,66,2026-03-19,2026-03-25,55.93,6.6,6.75,4.25,0,Medium,Decreasing,High Fatigue,2026-03-25 21:00:00
793,67,2026-01-01,2026-01-07,52.04,6.58,7.75,2.07,0,Medium,Stable,High Screen Time,2026-01-07 21:00:00
794,67,2026-01-08,2026-01-14,50.59,7.1,8.07,2.12,0,Medium,Stable,High Screen Time,2026-01-14 21:00:00
795,67,2026-01-15,2026-01-21,48.4,7.36,7.86,2.57,0,Medium,Increasing,Low Mood,2026-01-21 21:00:00
796,67,2026-01-22,2026-01-28,48.02,6.7,7.86,2.32,0,Medium,Stable,Low Mood,2026-01-28 21:00:00
797,67,2026-01-29,2026-02-04,65.55,6.11,8.75,3.42,3,Medium,Stable,High Fatigue,2026-02-04 21:00:00
798,67,2026-02-05,2026-02-11,54.22,6.32,7.67,2.33,0,Medium,Stable,High Screen Time,2026-02-11 21:00:00
799,67,2026-02-12,2026-02-18,50.31,6.66,7.46,2.32,0,Medium,Stable,Low Mood,2026-02-18 21:00:00
800,67,2026-02-19,2026-02-25,48.61,6.95,7.93,2.33,0,Medium,Increasing,Low Mood,2026-02-25 21:00:00
801,67,2026-02-26,2026-03-04,51.2,6.97,7.44,2.0,0,Medium,Decreasing,Stable Routine,2026-03-04 21:00:00
802,67,2026-03-05,2026-03-11,51.12,7.07,8.09,2.34,0,Medium,Stable,High Screen Time,2026-03-11 21:00:00
803,67,2026-03-12,2026-03-18,63.96,5.87,8.6,4.03,1,Medium,Increasing,High Fatigue,2026-03-18 21:00:00
804,67,2026-03-19,2026-03-25,53.01,6.91,8.57,2.13,0,Medium,Stable,Low Mood,2026-03-25 21:00:00
805,68,2026-01-01,2026-01-07,52.52,6.98,8.51,3.06,0,Medium,Decreasing,High Screen Time,2026-01-07 21:00:00
806,68,2026-01-08,2026-01-14,49.77,6.9,8.21,3.61,0,Medium,Increasing,High Screen Time,2026-01-14 21:00:00
807,68,2026-01-15,2026-01-21,55.15,6.92,7.45,4.01,0,Medium,Stable,Low Physical Activity,2026-01-21 21:00:00
808,68,2026-01-22,2026-01-28,45.27,7.62,8.21,3.3,0,Medium,Stable,High Screen Time,2026-01-28 21:00:00
809,68,2026-01-29,2026-02-04,67.73,7.03,9.31,5.75,3,Medium,Increasing,Academic Pressure,2026-02-04 21:00:00
810,68,2026-02-05,2026-02-11,56.08,7.03,8.61,4.28,1,Medium,Decreasing,Low Mood,2026-02-11 21:00:00
811,68,2026-02-12,2026-02-18,49.9,7.53,9.08,3.84,0,Medium,Stable,High Screen Time,2026-02-18 21:00:00
812,68,2026-02-19,2026-02-25,47.43,7.46,8.28,3.54,0,Medium,Decreasing,High Screen Time,2026-02-25 21:00:00
813,68,2026-02-26,2026-03-04,54.25,6.72,8.26,4.05,0,Medium,Stable,Low Mood,2026-03-04 21:00:00
814,68,2026-03-05,2026-03-11,53.05,7.67,9.15,4.4,0,Medium,Stable,High Screen Time,2026-03-11 21:00:00
815,68,2026-03-12,2026-03-18,60.98,6.9,9.38,5.76,0,Medium,Stable,High Fatigue,2026-03-18 21:00:00
816,68,2026-03-19,2026-03-25,47.57,7.15,8.52,4.93,0,Medium,Decreasing,High Screen Time,2026-03-25 21:00:00
817,69,2026-01-01,2026-01-07,58.36,6.15,6.66,5.38,1,Medium,Increasing,Low Mood,2026-01-07 21:00:00
818,69,2026-01-08,2026-01-14,57.66,6.33,7.04,5.16,1,Medium,Increasing,Academic Pressure,2026-01-14 21:00:00
819,69,2026-01-15,2026-01-21,59.82,6.62,7.09,4.91,0,Medium,Decreasing,Academic Pressure,2026-01-21 21:00:00
820,69,2026-01-22,2026-01-28,59.09,6.11,6.99,5.26,1,Medium,Decreasing,Low Mood,2026-01-28 21:00:00
821,69,2026-01-29,2026-02-04,70.38,5.51,7.74,6.55,4,High,Increasing,Academic Pressure,2026-02-04 21:00:00
822,69,2026-02-05,2026-02-11,61.31,5.98,6.7,6.02,1,Medium,Stable,Academic Pressure,2026-02-11 21:00:00
823,69,2026-02-12,2026-02-18,59.8,6.05,7.07,5.39,0,Medium,Increasing,Academic Pressure,2026-02-18 21:00:00
824,69,2026-02-19,2026-02-25,61.58,6.18,6.92,5.47,1,Medium,Stable,Academic Pressure,2026-02-25 21:00:00
825,69,2026-02-26,2026-03-04,53.44,6.55,6.94,6.04,0,Medium,Increasing,Low Mood,2026-03-04 21:00:00
826,69,2026-03-05,2026-03-11,55.12,6.7,6.84,5.51,0,Medium,Decreasing,Academic Pressure,2026-03-11 21:00:00
827,69,2026-03-12,2026-03-18,68.18,5.97,7.4,7.57,4,High,Increasing,Academic Pressure,2026-03-18 21:00:00
828,69,2026-03-19,2026-03-25,61.22,6.58,7.36,5.52,1,Medium,Decreasing,Academic Pressure,2026-03-25 21:00:00
829,70,2026-01-01,2026-01-07,49.65,6.35,6.1,4.01,0,Medium,Increasing,Low Mood,2026-01-07 21:00:00
830,70,2026-01-08,2026-01-14,51.1,6.42,6.71,3.91,0,Medium,Stable,Low Mood,2026-01-14 21:00:00
831,70,2026-01-15,2026-01-21,47.12,6.21,5.57,4.79,0,Medium,Stable,Stable Routine,2026-01-21 21:00:00
832,70,2026-01-22,2026-01-28,49.48,6.35,6.31,3.41,1,Medium,Decreasing,Stable Routine,2026-01-28 21:00:00
833,70,2026-01-29,2026-02-04,61.56,5.83,7.67,5.9,1,Medium,Increasing,Academic Pressure,2026-02-04 21:00:00
834,70,2026-02-05,2026-02-11,48.32,6.4,6.12,4.59,0,Medium,Stable,Sleep Deficit,2026-02-11 21:00:00
835,70,2026-02-12,2026-02-18,48.19,6.69,5.98,3.91,0,Medium,Stable,Low Mood,2026-02-18 21:00:00
836,70,2026-02-19,2026-02-25,48.13,6.34,6.54,3.53,0,Medium,Increasing,Stable Routine,2026-02-25 21:00:00
837,70,2026-02-26,2026-03-04,46.34,6.33,5.77,4.04,0,Medium,Stable,Low Mood,2026-03-04 21:00:00
838,70,2026-03-05,2026-03-11,46.35,6.82,6.24,4.7,0,Medium,Increasing,Stable Routine,2026-03-11 21:00:00
839,70,2026-03-12,2026-03-18,62.95,6.03,7.12,6.05,1,Medium,Stable,High Caffeine Intake,2026-03-18 21:00:00
840,70,2026-03-19,2026-03-25,50.03,6.68,6.67,4.0,0,Medium,Stable,High Caffeine Intake,2026-03-25 21:00:00
841,71,2026-01-01,2026-01-07,52.32,7.3,6.19,5.03,0,Medium,Stable,Low Mood,2026-01-07 21:00:00
842,71,2026-01-08,2026-01-14,52.67,6.86,6.0,4.86,0,Medium,Stable,Academic Pressure,2026-01-14 21:00:00
843,71,2026-01-15,2026-01-21,48.57,7.25,6.05,4.19,0,Medium,Decreasing,Stable Routine,2026-01-21 21:00:00
844,71,2026-01-22,2026-01-28,49.9,7.11,6.11,5.06,0,Medium,Stable,Stable Routine,2026-01-28 21:00:00
845,71,2026-01-29,2026-02-04,63.32,6.81,7.66,5.98,1,Medium,Stable,Academic Pressure,2026-02-04 21:00:00
846,71,2026-02-05,2026-02-11,49.47,7.31,6.5,5.69,1,Medium,Decreasing,Low Mood,2026-02-11 21:00:00
847,71,2026-02-12,2026-02-18,53.3,7.78,6.55,4.68,0,Medium,Stable,Academic Pressure,2026-02-18 21:00:00
848,71,2026-02-19,2026-02-25,56.73,7.37,6.71,4.87,1,Medium,Decreasing,Academic Pressure,2026-02-25 21:00:00
849,71,2026-02-26,2026-03-04,53.55,7.28,5.59,4.94,0,Medium,Stable,Academic Pressure,2026-03-04 21:00:00
850,71,2026-03-05,2026-03-11,51.53,7.06,5.5,5.07,0,Medium,Decreasing,Low Mood,2026-03-11 21:00:00
851,71,2026-03-12,2026-03-18,65.16,6.66,7.02,6.35,3,Medium,Stable,Academic Pressure,2026-03-18 21:00:00
852,71,2026-03-19,2026-03-25,51.15,7.33,5.13,3.97,0,Medium,Increasing,Low Mood,2026-03-25 21:00:00
853,72,2026-01-01,2026-01-07,54.43,6.96,7.21,4.85,0,Medium,Stable,Academic Pressure,2026-01-07 21:00:00
854,72,2026-01-08,2026-01-14,55.98,6.53,7.23,5.51,0,Medium,Increasing,Academic Pressure,2026-01-14 21:00:00
855,72,2026-01-15,2026-01-21,54.27,6.76,6.77,4.54,1,Medium,Stable,Academic Pressure,2026-01-21 21:00:00
856,72,2026-01-22,2026-01-28,54.63,6.68,6.74,5.32,0,Medium,Stable,Academic Pressure,2026-01-28 21:00:00
857,72,2026-01-29,2026-02-04,71.66,6.09,8.66,6.73,6,High,Stable,Academic Pressure,2026-02-04 21:00:00
858,72,2026-02-05,2026-02-11,59.14,6.89,6.87,5.08,0,Medium,Stable,Academic Pressure,2026-02-11 21:00:00
859,72,2026-02-12,2026-02-18,57.59,6.66,7.37,5.0,2,Medium,Stable,Low Mood,2026-02-18 21:00:00
860,72,2026-02-19,2026-02-25,51.42,7.07,6.99,4.61,0,Medium,Stable,Low Mood,2026-02-25 21:00:00
861,72,2026-02-26,2026-03-04,57.35,6.11,6.86,4.88,0,Medium,Increasing,Academic Pressure,2026-03-04 21:00:00
862,72,2026-03-05,2026-03-11,55.56,6.83,6.67,5.06,1,Medium,Stable,Low Mood,2026-03-11 21:00:00
863,72,2026-03-12,2026-03-18,70.18,5.73,8.36,6.74,3,Medium,Stable,Academic Pressure,2026-03-18 21:00:00
864,72,2026-03-19,2026-03-25,59.23,6.91,6.54,5.07,0,Medium,Stable,Academic Pressure,2026-03-25 21:00:00
865,73,2026-01-01,2026-01-07,55.42,7.81,7.55,3.34,0,Medium,Decreasing,Low Mood,2026-01-07 21:00:00
866,73,2026-01-08,2026-01-14,54.39,8.29,7.54,2.52,0,Medium,Decreasing,Low Mood,2026-01-14 21:00:00
867,73,2026-01-15,2026-01-21,54.46,8.44,7.8,2.15,0,Medium,Stable,Academic Pressure,2026-01-21 21:00:00
868,73,2026-01-22,2026-01-28,52.52,8.18,7.35,1.89,0,Medium,Increasing,Stable Routine,2026-01-28 21:00:00
869,73,2026-01-29,2026-02-04,62.0,7.41,7.78,4.23,0,Medium,Stable,Academic Pressure,2026-02-04 21:00:00
870,73,2026-02-05,2026-02-11,53.25,7.91,7.52,2.38,0,Medium,Decreasing,Academic Pressure,2026-02-11 21:00:00
871,73,2026-02-12,2026-02-18,49.45,7.73,7.29,2.36,0,Medium,Decreasing,High Caffeine Intake,2026-02-18 21:00:00
872,73,2026-02-19,2026-02-25,52.7,8.02,8.03,2.14,0,Medium,Stable,Low Mood,2026-02-25 21:00:00
873,73,2026-02-26,2026-03-04,54.5,7.68,7.73,2.11,0,Medium,Stable,Academic Pressure,2026-03-04 21:00:00
874,73,2026-03-05,2026-03-11,52.54,7.91,7.7,2.55,0,Medium,Stable,Low Mood,2026-03-11 21:00:00
875,73,2026-03-12,2026-03-18,60.54,7.3,7.8,3.82,1,Medium,Increasing,Academic Pressure,2026-03-18 21:00:00
876,73,2026-03-19,2026-03-25,56.98,8.04,7.76,2.82,0,Medium,Stable,High Screen Time,2026-03-25 21:00:00
877,74,2026-01-01,2026-01-07,50.66,6.35,5.85,4.65,0,Medium,Decreasing,Sleep Deficit,2026-01-07 21:00:00
878,74,2026-01-08,2026-01-14,49.01,6.4,6.65,4.67,0,Medium,Stable,Stable Routine,2026-01-14 21:00:00
879,74,2026-01-15,2026-01-21,50.5,6.36,6.03,5.79,0,Medium,Stable,Low Mood,2026-01-21 21:00:00
880,74,2026-01-22,2026-01-28,49.72,6.85,5.47,5.36,0,Medium,Increasing,Low Mood,2026-01-28 21:00:00
881,74,2026-01-29,2026-02-04,72.08,5.22,7.32,8.21,5,High,Stable,Academic Pressure,2026-02-04 21:00:00
882,74,2026-02-05,2026-02-11,57.33,6.43,6.29,5.04,0,Medium,Decreasing,Low Mood,2026-02-11 21:00:00
883,74,2026-02-12,2026-02-18,50.59,6.6,6.43,5.73,0,Medium,Stable,Low Mood,2026-02-18 21:00:00
884,74,2026-02-19,2026-02-25,49.77,6.38,6.14,6.25,0,Medium,Stable,Academic Pressure,2026-02-25 21:00:00
885,74,2026-02-26,2026-03-04,55.32,6.4,5.79,5.67,1,Medium,Stable,Low Mood,2026-03-04 21:00:00
886,74,2026-03-05,2026-03-11,54.74,6.72,6.22,5.85,0,Medium,Stable,Low Mood,2026-03-11 21:00:00
887,74,2026-03-12,2026-03-18,69.54,5.79,7.46,7.26,3,Medium,Increasing,Academic Pressure,2026-03-18 21:00:00
888,74,2026-03-19,2026-03-25,48.94,6.28,6.17,5.7,0,Medium,Stable,Low Mood,2026-03-25 21:00:00
889,75,2026-01-01,2026-01-07,64.33,7.23,8.17,2.32,2,Medium,Increasing,Low Mood,2026-01-07 21:00:00
890,75,2026-01-08,2026-01-14,62.93,7.01,7.92,2.23,2,Medium,Decreasing,Academic Pressure,2026-01-14 21:00:00
891,75,2026-01-15,2026-01-21,56.98,6.88,7.56,2.39,0,Medium,Stable,Academic Pressure,2026-01-21 21:00:00
892,75,2026-01-22,2026-01-28,60.06,6.58,8.49,2.46,0,Medium,Stable,Academic Pressure,2026-01-28 21:00:00
893,75,2026-01-29,2026-02-04,68.86,6.52,8.27,4.24,3,Medium,Increasing,Academic Pressure,2026-02-04 21:00:00
894,75,2026-02-05,2026-02-11,64.31,7.04,7.9,2.93,2,Medium,Decreasing,Academic Pressure,2026-02-11 21:00:00
895,75,2026-02-12,2026-02-18,57.68,6.82,8.19,1.8,1,Medium,Increasing,Low Mood,2026-02-18 21:00:00
896,75,2026-02-19,2026-02-25,57.77,7.17,7.72,2.21,0,Medium,Increasing,Academic Pressure,2026-02-25 21:00:00
897,75,2026-02-26,2026-03-04,59.96,6.96,7.39,2.72,0,Medium,Stable,Academic Pressure,2026-03-04 21:00:00
898,75,2026-03-05,2026-03-11,60.15,6.81,7.92,2.38,1,Medium,Stable,Academic Pressure,2026-03-11 21:00:00
899,75,2026-03-12,2026-03-18,71.24,7.06,9.29,3.75,4,High,Increasing,Academic Pressure,2026-03-18 21:00:00
900,75,2026-03-19,2026-03-25,61.69,6.89,7.61,2.57,2,Medium,Stable,Academic Pressure,2026-03-25 21:00:00
901,76,2026-01-01,2026-01-07,55.27,7.14,6.72,1.82,0,Medium,Stable,Academic Pressure,2026-01-07 21:00:00
902,76,2026-01-08,2026-01-14,54.0,7.08,6.06,1.46,0,Medium,Stable,Academic Pressure,2026-01-14 21:00:00
903,76,2026-01-15,2026-01-21,53.46,7.28,6.28,2.33,0,Medium,Decreasing,Academic Pressure,2026-01-21 21:00:00
904,76,2026-01-22,2026-01-28,54.09,7.01,6.51,2.33,0,Medium,Stable,Low Mood,2026-01-28 21:00:00
905,76,2026-01-29,2026-02-04,66.43,7.02,7.56,2.89,2,Medium,Stable,Academic Pressure,2026-02-04 21:00:00
906,76,2026-02-05,2026-02-11,54.96,7.38,7.2,1.79,0,Medium,Stable,Academic Pressure,2026-02-11 21:00:00
907,76,2026-02-12,2026-02-18,55.63,7.1,6.41,1.38,0,Medium,Stable,Academic Pressure,2026-02-18 21:00:00
908,76,2026-02-19,2026-02-25,53.09,6.92,7.27,1.7,0,Medium,Stable,Academic Pressure,2026-02-25 21:00:00
909,76,2026-02-26,2026-03-04,56.51,6.47,6.88,1.47,0,Medium,Stable,Low Physical Activity,2026-03-04 21:00:00
910,76,2026-03-05,2026-03-11,53.14,6.97,6.96,2.01,0,Medium,Stable,Low Mood,2026-03-11 21:00:00
911,76,2026-03-12,2026-03-18,65.08,6.53,7.24,3.27,2,Medium,Decreasing,Academic Pressure,2026-03-18 21:00:00
912,76,2026-03-19,2026-03-25,55.49,7.04,6.62,1.7,0,Medium,Stable,Academic Pressure,2026-03-25 21:00:00
913,77,2026-01-01,2026-01-07,51.38,6.24,8.38,3.4,0,Medium,Stable,High Screen Time,2026-01-07 21:00:00
914,77,2026-01-08,2026-01-14,51.9,6.5,8.19,3.25,0,Medium,Stable,High Screen Time,2026-01-14 21:00:00
915,77,2026-01-15,2026-01-21,53.25,6.43,8.11,3.04,0,Medium,Decreasing,High Fatigue,2026-01-21 21:00:00
916,77,2026-01-22,2026-01-28,49.8,6.69,7.65,3.57,0,Medium,Stable,Low Mood,2026-01-28 21:00:00
917,77,2026-01-29,2026-02-04,65.1,5.79,8.62,4.6,1,Medium,Stable,Academic Pressure,2026-02-04 21:00:00
918,77,2026-02-05,2026-02-11,50.12,6.47,8.42,3.79,0,Medium,Stable,High Screen Time,2026-02-11 21:00:00
919,77,2026-02-12,2026-02-18,54.69,6.18,7.86,2.63,0,Medium,Stable,Low Mood,2026-02-18 21:00:00
920,77,2026-02-19,2026-02-25,53.78,6.14,7.83,2.62,0,Medium,Stable,Low Mood,2026-02-25 21:00:00
921,77,2026-02-26,2026-03-04,50.98,6.39,8.16,3.46,0,Medium,Increasing,High Screen Time,2026-03-04 21:00:00
922,77,2026-03-05,2026-03-11,53.11,6.58,8.13,3.8,0,Medium,Stable,Low Mood,2026-03-11 21:00:00
923,77,2026-03-12,2026-03-18,67.79,6.0,9.03,4.99,3,Medium,Stable,Academic Pressure,2026-03-18 21:00:00
924,77,2026-03-19,2026-03-25,56.78,6.2,7.77,3.35,1,Medium,Decreasing,Low Mood,2026-03-25 21:00:00
925,78,2026-01-01,2026-01-07,58.98,6.57,6.44,5.12,0,Medium,Stable,Academic Pressure,2026-01-07 21:00:00
926,78,2026-01-08,2026-01-14,59.88,6.24,6.76,5.12,0,Medium,Decreasing,Academic Pressure,2026-01-14 21:00:00
927,78,2026-01-15,2026-01-21,60.57,5.87,6.75,5.24,1,Medium,Stable,Academic Pressure,2026-01-21 21:00:00
928,78,2026-01-22,2026-01-28,56.34,6.68,6.47,4.38,0,Medium,Increasing,Low Mood,2026-01-28 21:00:00
929,78,2026-01-29,2026-02-04,73.26,5.85,7.38,6.48,5,High,Increasing,Academic Pressure,2026-02-04 21:00:00
930,78,2026-02-05,2026-02-11,61.59,6.49,7.35,4.8,2,Medium,Decreasing,Academic Pressure,2026-02-11 21:00:00
931,78,2026-02-12,2026-02-18,60.61,6.21,6.67,4.82,2,Medium,Increasing,Academic Pressure,2026-02-18 21:00:00
932,78,2026-02-19,2026-02-25,66.48,6.15,6.78,4.89,1,Medium,Stable,Academic Pressure,2026-02-25 21:00:00
933,78,2026-02-26,2026-03-04,59.9,6.5,6.54,5.54,0,Medium,Decreasing,Academic Pressure,2026-03-04 21:00:00
934,78,2026-03-05,2026-03-11,63.97,5.76,6.83,4.87,1,Medium,Stable,Academic Pressure,2026-03-11 21:00:00
935,78,2026-03-12,2026-03-18,72.73,5.64,8.58,6.73,4,High,Increasing,Academic Pressure,2026-03-18 21:00:00
936,78,2026-03-19,2026-03-25,64.5,6.23,6.93,5.1,2,Medium,Stable,Academic Pressure,2026-03-25 21:00:00
937,79,2026-01-01,2026-01-07,54.8,6.77,5.11,3.89,0,Medium,Decreasing,Academic Pressure,2026-01-07 21:00:00
938,79,2026-01-08,2026-01-14,54.37,6.84,4.55,4.4,1,Medium,Stable,Academic Pressure,2026-01-14 21:00:00
939,79,2026-01-15,2026-01-21,53.76,6.58,5.3,3.75,0,Medium,Stable,Low Mood,2026-01-21 21:00:00
940,79,2026-01-22,2026-01-28,57.09,6.83,5.83,4.88,0,Medium,Stable,Academic Pressure,2026-01-28 21:00:00
941,79,2026-01-29,2026-02-04,66.04,6.07,6.32,6.34,3,Medium,Stable,Academic Pressure,2026-02-04 21:00:00
942,79,2026-02-05,2026-02-11,58.26,6.34,5.27,4.3,1,Medium,Stable,Academic Pressure,2026-02-11 21:00:00
943,79,2026-02-12,2026-02-18,51.62,6.68,5.26,4.13,0,Medium,Stable,Academic Pressure,2026-02-18 21:00:00
944,79,2026-02-19,2026-02-25,51.31,6.46,5.06,4.24,0,Medium,Stable,Academic Pressure,2026-02-25 21:00:00
945,79,2026-02-26,2026-03-04,50.4,6.68,5.28,4.66,1,Medium,Increasing,Academic Pressure,2026-03-04 21:00:00
946,79,2026-03-05,2026-03-11,52.92,6.82,5.33,4.58,0,Medium,Stable,Academic Pressure,2026-03-11 21:00:00
947,79,2026-03-12,2026-03-18,69.03,5.82,6.5,6.41,4,High,Decreasing,Academic Pressure,2026-03-18 21:00:00
948,79,2026-03-19,2026-03-25,56.73,6.53,5.43,4.6,1,Medium,Stable,Academic Pressure,2026-03-25 21:00:00
949,80,2026-01-01,2026-01-07,55.5,8.09,7.59,5.08,0,Medium,Stable,Academic Pressure,2026-01-07 21:00:00
950,80,2026-01-08,2026-01-14,59.19,7.39,7.94,4.71,0,Medium,Stable,Academic Pressure,2026-01-14 21:00:00
