sleep_hours,physical_activity_minutes,study_hours,screen_time_hours,assignment_load,deadline_pressure,fatigue_level,mood_score,social_media_ratio,study_screen_balance,academic_pressure_index,recovery_index,digital_pressure_index,stress_level
5.78,75.0,9.26,9.28,7.0,7.0,8.0,1.0000000000000004,0.4127155171969057,0.9007782101167315,7.0,0.6422222222222222,13.11,High
6.95,57.0,6.26,8.0,7.0,8.0,5.0,4.0,0.4999999999375,0.6955555555555555,7.5,4.633333333333334,12.0,Medium
7.17,65.0,6.8,8.85,7.0,2.0,6.0,5.0,0.3762711863981615,0.6903553299492385,4.5,5.121428571428572,12.18,Medium
7.0,68.0,4.18,6.95,8.0,8.0,8.0,3.0,0.4964028776264169,0.5257861635220126,8.0,2.3333333333333335,10.4,Medium
6.58,64.0,5.83,8.03,6.0,6.0,6.0,3.0,0.36612702361567534,0.6456256921373201,6.0,2.8200000000000003,10.969999999999999,Medium
6.92,66.0,6.67,5.98,5.0,6.0,3.0,5.0,0.6488294313296271,0.9555873925501432,5.5,8.65,9.86,Medium
6.58,56.0,6.82,7.01,5.0,6.0,6.0,5.0,0.4379457916636311,0.8514357053682897,5.5,4.7,10.08,Medium
8.36,40.0,5.96,7.56,5.0,5.0,4.0,5.0,0.394179894127754,0.6962616822429908,5.0,8.36,10.54,Medium
7.81,55.0,7.69,6.79,6.0,9.0,6.0,4.0,0.43151693660802404,0.9871630295250321,7.5,4.462857142857143,9.72,Medium
7.8,53.0,5.48,7.16,6.0,8.0,5.0,3.0,0.29329608934451173,0.6715686274509804,7.0,3.9,9.26,Medium
7.37,42.0,7.9399999999999995,7.06,8.0,3.0,4.0,5.0,0.5339943342019838,0.9851116625310176,5.5,7.37,10.83,Medium
7.19,77.0,5.93,7.06,6.0,6.0,4.0,4.0,0.5453257789595857,0.7357320099255584,6.0,5.752000000000001,10.91,Medium
6.56,58.0,6.29,6.95,3.0,7.0,7.0,5.0,0.34964028771947625,0.791194968553459,5.0,4.1,9.38,Medium
5.99,36.0,5.54,7.46,5.0,4.0,5.0,5.0,0.5549597854483967,0.6548463356973995,4.5,4.991666666666667,11.6,Medium
7.46,57.0,5.42,8.44,8.0,6.0,7.0,6.0,0.5201421800331585,0.5741525423728814,7.0,5.595,12.829999999999998,Medium
6.98,60.0,5.5,6.76,5.0,6.0,4.0,4.0,0.5665680472534663,0.7087628865979382,5.5,5.5840000000000005,10.59,Medium
6.77,75.0,6.05,8.62,8.0,5.0,6.0,4.0,0.4849187934472252,0.6288981288981289,6.5,3.8685714285714283,12.799999999999999,Medium
6.99,44.0,5.24,8.33,5.0,3.0,4.0,6.0,0.3277310923976313,0.5616291532690246,4.0,8.388,11.06,Medium
6.0,70.0,7.32,7.2,7.0,5.0,7.0,2.0,0.46527777771315587,0.8926829268292684,6.0,1.5,10.55,Medium
5.72,69.0,5.63,7.97,7.0,5.0,7.0,4.0,0.5031367627975989,0.6276477146042364,6.0,2.86,11.98,Medium
6.69,50.0,6.03,8.19,6.0,6.0,5.0,4.0,0.42857142851909996,0.6561479869423287,6.0,4.46,11.7,Medium
5.63,74.0,6.94,7.97,6.0,8.0,6.0,6.0,0.4115432872758415,0.7736900780379042,7.0,4.825714285714286,11.25,Medium
7.18,46.0,4.69,6.72,4.0,8.0,6.0,2.0,0.6011904761010134,0.6075129533678757,6.0,2.051428571428571,10.76,Medium
6.77,53.0,6.09,6.97,5.0,5.0,6.0,3.0,0.6571018650420227,0.7641154328732748,5.0,2.9014285714285712,11.55,Medium
7.81,55.0,6.07,8.02,3.0,7.0,5.0,5.0,0.5648379051664791,0.6729490022172949,5.0,6.508333333333333,12.55,Medium
6.9,39.0,5.89,7.47,6.0,6.0,6.0,4.0,0.5354752341987316,0.6953955135773319,6.0,3.942857142857143,11.469999999999999,Medium
5.9,41.0,6.45,7.45,7.0,5.0,8.0,4.0,0.6617449663541282,0.7633136094674557,6.0,2.6222222222222222,12.379999999999999,Medium
6.51,68.0,8.51,7.82,5.0,6.0,6.0,5.0,0.43606138101840647,0.9648526077097506,5.5,4.6499999999999995,11.23,Medium
7.54,65.0,7.59,7.69,6.0,6.0,6.0,4.0,0.4772431728898253,0.8734177215189872,6.0,4.308571428571429,11.36,Medium
6.65,52.0,8.93,5.59,6.0,7.0,5.0,7.0,0.46869409651722826,1.355083459787557,6.5,7.758333333333334,8.21,Medium
8.77,59.0,5.34,7.9,6.0,6.0,5.0,5.0,0.583544303723602,0.6,6.0,7.308333333333333,12.510000000000002,Medium
7.53,65.0,6.13,7.63,7.0,7.0,6.0,2.0,0.30013106155961583,0.7103128621089224,7.0,2.1514285714285717,9.92,Medium
6.77,55.0,5.73,7.5,8.0,5.0,6.0,4.0,0.43599999994186667,0.6741176470588236,6.5,3.8685714285714283,10.77,Medium
7.07,60.0,7.45,6.3,7.0,6.0,7.0,6.0,0.42380952374225245,1.0205479452054795,6.5,5.3025,8.969999999999999,Medium
6.98,54.0,5.07,7.77,5.0,5.0,6.0,5.0,0.4800514799896974,0.5781071835803877,5.0,4.985714285714287,11.5,Medium
5.85,44.0,7.98,8.03,9.0,8.0,7.0,4.0,0.48443337478400583,0.8837209302325583,8.5,2.925,11.92,High
5.74,48.0,10.24,8.3,8.0,6.0,8.0,4.0,0.33373493971882706,1.1010752688172043,7.0,2.551111111111111,11.07,High
7.0,32.0,7.17,8.43,9.0,8.0,7.0,1.0000000000000004,0.3179122182303782,0.76033934252386,8.5,0.875,11.11,High
6.91,60.0,7.47,7.61,10.0,10.0,6.0,4.0,0.4310118264873834,0.867595818815331,10.0,3.948571428571429,10.89,Medium
4.36,44.0,8.64,6.78,8.0,7.0,7.0,5.0,0.5457227137838168,1.1105398457583548,7.5,2.725,10.48,High
5.75,63.0,8.36,8.02,9.0,8.0,9.0,3.0,0.33541147127987386,0.9268292682926829,8.5,1.725,10.709999999999999,High
6.76,59.0,8.87,6.85,9.0,9.0,7.0,3.0,0.4934306568622729,1.129936305732484,9.0,2.535,10.23,High
4.86,52.0,6.86,7.73,9.0,9.0,6.0,4.0,0.4644243207678623,0.7857961053837342,9.0,2.7771428571428567,11.32,High
6.77,69.0,5.87,6.78,8.0,2.0,6.0,6.0,0.4365781710270533,0.7544987146529563,5.0,5.8028571428571425,9.74,Medium
6.66,60.0,6.26,6.55,6.0,6.0,5.0,5.0,0.522137404500437,0.8291390728476821,6.0,5.55,9.969999999999999,Medium
7.12,54.0,6.8,6.67,5.0,4.0,6.0,5.0,0.49025487249021665,0.8865710560625815,4.5,5.085714285714286,9.94,Medium
6.93,59.0,7.54,8.02,6.0,5.0,8.0,4.0,0.4588528677732104,0.835920177383592,5.5,3.08,11.7,Medium
6.39,62.0,5.83,5.89,7.0,7.0,5.0,7.0,0.32767402371346793,0.8461538461538463,7.0,7.454999999999999,7.819999999999999,Medium
5.84,54.0,6.06,7.99,8.0,9.0,6.0,6.0,0.3229036294965077,0.6740823136818687,8.5,5.005714285714285,10.57,Medium
7.22,46.0,4.35,8.7,5.0,5.0,7.0,3.0,0.35402298846505487,0.4484536082474227,5.0,2.7075,11.78,Medium
6.45,63.0,6.76,8.36,7.0,7.0,5.0,2.0,0.45215310999376157,0.7222222222222222,7.0,2.15,12.139999999999999,Medium
7.19,68.0,4.8,6.99,5.0,6.0,6.0,6.0,0.5708154505621151,0.6007509386733416,5.5,6.162857142857143,10.98,Medium
5.88,59.0,6.47,4.23,4.0,7.0,6.0,4.0,0.9999999997635933,1.2370936902485659,5.5,3.36,8.46,Medium
6.32,50.0,6.94,5.87,6.0,4.0,6.0,5.0,0.7137989777318912,1.01018922852984,5.0,4.514285714285714,10.06,Medium
6.41,59.0,7.97,7.28,6.0,8.0,4.0,3.0,0.44917582411412416,0.9625603864734298,7.0,3.846,10.55,Medium
6.84,55.0,6.07,7.64,7.0,7.0,5.0,5.0,0.39921465963361064,0.7025462962962963,7.0,5.7,10.69,Medium
6.19,20.0,6.76,7.98,6.0,4.0,5.0,5.0,0.21177944859501507,0.7527839643652561,5.0,5.158333333333334,9.67,Medium
6.66,14.0,5.13,9.11,4.0,6.0,5.0,5.0,0.07464324916853532,0.5074183976261127,5.0,5.55,9.79,Medium
7.11,23.0,4.2,9.29,7.0,6.0,6.0,5.0,0.3530678148166773,0.4081632653061225,6.5,5.078571428571429,12.569999999999999,Medium
7.51,21.0,3.92,9.14,7.0,6.0,6.0,4.0,0.24398249450284654,0.3865877712031558,6.5,4.291428571428571,11.370000000000001,Medium
6.32,30.0,5.0,10.92,5.0,4.0,8.0,3.0,0.11904761903671723,0.41946308724832215,4.5,2.106666666666667,12.22,Medium
7.29,13.0,5.88,6.23,6.0,4.0,5.0,5.0,0.404494381957545,0.8132780082987551,5.0,6.075,8.75,Medium
7.08,27.0,4.98,8.85,7.0,5.0,6.0,3.0,0.22711864404213347,0.5055837563451777,6.0,3.0342857142857147,10.86,Medium
7.33,12.000000000000002,6.91,8.18,5.0,5.0,6.0,4.0,0.2151589241790759,0.752723311546841,5.0,4.188571428571429,9.94,Medium
7.6,24.0,4.83,7.63,7.0,5.0,6.0,5.0,0.34993446915466125,0.559675550405562,6.0,5.428571428571429,10.3,Medium
7.35,24.0,5.19,9.2,4.0,4.0,6.0,7.0,0.2717391304052458,0.5088235294117648,4.0,7.35,11.7,Medium
7.12,15.0,7.37,9.46,7.0,8.0,8.0,6.0,0.28964059193555597,0.7045889101338432,7.5,4.746666666666666,12.200000000000001,Medium
7.37,26.0,6.53,8.13,6.0,6.0,4.0,5.0,0.3234932348925592,0.7152245345016429,6.0,7.37,10.760000000000002,Medium
7.3,0.0,6.13,8.19,6.0,5.0,6.0,3.0,0.20268620266145465,0.6670293797606094,5.5,3.128571428571428,9.85,Medium
6.9,47.0,4.53,6.39,2.0,3.0,5.0,5.0,0.35211267600123436,0.6129905277401895,2.5,5.75,8.64,Medium
6.31,25.0,7.34,8.51,7.0,6.0,8.0,3.0,0.1515863689598606,0.7718191377497371,6.5,2.1033333333333335,9.8,Medium
7.02,22.0,6.24,7.5,8.0,5.0,5.0,5.0,0.3226666666236444,0.7341176470588235,6.5,5.849999999999999,9.92,Medium
7.06,23.0,6.2,6.84,6.0,5.0,5.0,4.0,0.5087719297501796,0.7908163265306123,5.5,4.706666666666666,10.32,Medium
7.52,20.0,5.27,8.05,4.0,6.0,6.0,4.0,0.2322981366171058,0.5823204419889502,5.0,4.297142857142857,9.920000000000002,Medium
6.61,17.0,7.82,10.07,5.0,6.0,8.0,4.0,0.15193644487071134,0.7064137308039747,5.5,2.937777777777778,11.6,Medium
7.7,33.0,5.44,7.73,4.0,8.0,7.0,4.0,0.13454075030601026,0.6231386025200458,6.0,3.85,8.77,Medium
7.85,31.0,4.42,8.47,4.0,5.0,6.0,5.0,0.15230224319335273,0.4667370644139387,4.5,5.607142857142857,9.760000000000002,Medium
6.29,19.0,7.66,8.87,3.0,8.0,8.0,3.0,0.16121758735499236,0.7760891590678826,5.5,2.0966666666666667,10.299999999999999,Medium
6.77,14.0,5.39,6.7,7.0,7.0,6.0,4.0,0.2447761193664513,0.7,7.0,3.8685714285714283,8.34,Medium
6.9,18.0,6.22,8.74,7.0,6.0,8.0,4.0,0.2826086956198388,0.6386036960985626,6.5,3.066666666666667,11.21,High
7.78,15.0,3.93,9.25,7.0,3.0,7.0,5.0,0.2875675675364792,0.38341463414634147,5.0,4.8625,11.91,Medium
6.69,15.0,7.48,8.06,5.0,4.0,6.0,5.0,0.43796526049156753,0.82560706401766,4.5,4.778571428571429,11.59,Medium
7.65,0.0,5.83,7.28,6.0,5.0,4.0,5.0,0.24587912084534627,0.7041062801932366,5.5,7.65,9.07,Medium
8.1,40.0,7.14,6.87,8.0,7.0,5.0,6.0,0.35371179034152667,0.9072426937738246,7.5,8.1,9.3,Medium
6.24,15.0,6.74,8.62,8.0,10.0,9.0,2.0,0.27958236655689306,0.7006237006237007,9.0,1.2480000000000002,11.03,High
7.13,13.0,8.86,8.6,10.0,8.0,6.0,3.0,0.2779069767118713,0.9229166666666666,9.0,3.0557142857142856,10.99,Medium
7.08,22.0,6.74,10.05,8.0,7.0,9.0,5.0,0.19402985072696222,0.6099547511312217,7.5,3.54,12.0,Medium
6.82,10.0,6.85,9.68,6.0,8.0,7.0,3.0,0.24070247931397706,0.6413857677902621,7.0,2.5575,12.01,Medium
5.83,27.0,9.21,8.14,7.0,6.0,9.0,3.0,0.16953316951234232,1.0076586433260395,6.5,1.749,9.52,High
6.17,16.0,8.03,9.27,8.0,8.0,8.0,5.0,0.10032362458464689,0.7818889970788705,8.0,3.427777777777778,10.2,High
7.08,30.0,7.06,8.3,7.0,7.0,9.0,3.0,0.23855421683872838,0.7591397849462365,7.0,2.124,10.280000000000001,High
6.27,0.0,7.12,8.08,10.0,8.0,6.0,4.0,0.24752475244461328,0.7841409691629956,9.0,3.5828571428571427,10.08,Medium
6.42,34.0,7.37,8.5,6.0,6.0,7.0,4.0,0.10705882351681661,0.7757894736842106,6.0,3.21,9.41,Medium
7.98,9.0,5.17,7.94,7.0,4.0,8.0,3.0,0.40302266997443037,0.5782997762863534,5.5,2.66,11.14,Medium
6.72,0.0,6.0,8.09,7.0,4.0,6.0,5.0,0.24845488254036402,0.6600660066006601,5.5,4.8,10.1,Medium
7.22,0.0,6.27,7.98,5.0,6.0,4.0,3.0,0.14786967416693364,0.698218262806236,5.5,4.332,9.16,Medium
8.15,20.0,4.89,8.31,8.0,4.0,6.0,6.0,0.2563176894998414,0.5252416756176154,6.0,6.985714285714287,10.440000000000001,Medium
7.38,50.0,5.24,6.51,5.0,6.0,4.0,4.0,0.24577572960894384,0.6977363515312917,5.5,5.904,8.11,Medium
7.63,11.0,4.97,6.64,7.0,5.0,5.0,5.0,0.3629518071742543,0.650523560209424,6.0,6.358333333333333,9.05,Medium
7.51,20.0,6.76,8.04,7.0,6.0,6.0,5.0,0.3470149253299733,0.7477876106194691,6.5,5.364285714285714,10.829999999999998,Medium
7.45,22.0,5.63,7.73,4.0,9.0,6.0,2.0,0.402328589857396,0.6449026345933562,6.5,2.1285714285714286,10.84,Medium
7.81,0.0,5.35,8.57,4.0,6.0,5.0,5.0,0.32088681443163514,0.5590386624869383,5.0,6.508333333333333,11.32,Medium
7.66,21.0,5.32,7.56,6.0,7.0,8.0,2.0,0.35714285709561605,0.6214953271028039,6.5,1.7022222222222219,10.26,Medium
8.24,20.0,6.65,7.38,7.0,6.0,5.0,5.0,0.310298102938984,0.7935560859188545,6.5,6.866666666666667,9.67,Medium
7.86,34.0,3.64,7.29,5.0,4.0,5.0,4.0,0.24417009598845404,0.43908323281061523,4.5,5.24,9.07,Medium
6.57,0.0,5.13,8.55,5.0,8.0,4.0,4.0,0.33216374265120885,0.5371727748691099,6.5,5.256,11.39,Medium
7.26,20.0,6.86,7.96,7.0,5.0,7.0,4.0,0.20100502510037627,0.765625,6.0,3.63,9.56,Medium
7.5,39.0,6.06,7.61,5.0,5.0,3.0,8.0,0.27069645200122255,0.7038327526132404,5.0,15.0,9.67,Medium
7.54,16.0,4.88,8.59,5.0,6.0,6.0,4.0,0.36670547143577353,0.5088633993743483,5.5,4.308571428571429,11.74,Medium
7.07,30.0,6.07,9.33,4.0,2.0,5.0,5.0,0.15862808144066154,0.5876089060987415,3.0,5.891666666666667,10.81,Medium
7.31,23.0,4.3,10.43,4.0,5.0,5.0,3.0,0.19750719077684498,0.3762029746281715,4.5,3.655,12.49,Medium
7.28,10.0,6.34,8.26,5.0,7.0,5.0,5.0,0.24818401934041354,0.6846652267818575,6.0,6.066666666666666,10.309999999999999,Medium
6.88,5.0,4.09,6.16,5.0,5.0,6.0,6.0,0.41071428564761125,0.5712290502793296,5.0,5.897142857142858,8.69,Medium
7.01,40.0,7.07,9.21,8.0,8.0,7.0,4.0,0.13137893592493166,0.692458374142997,8.0,3.505,10.420000000000002,Medium
7.96,1.0,6.25,9.35,5.0,5.0,6.0,5.0,0.1914438502469044,0.6038647342995169,5.0,5.685714285714285,11.14,Medium
8.46,21.0,4.99,9.12,8.0,6.0,5.0,6.0,0.3245614034731841,0.4930830039525692,7.0,8.46,12.079999999999998,Medium
7.63,10.0,5.6,8.44,6.0,5.0,6.0,6.0,0.1007109004620011,0.5932203389830508,5.5,6.54,9.29,Medium
8.05,3.0,6.52,7.12,5.0,6.0,4.0,3.0,0.32724719096527427,0.8029556650246303,5.5,4.83,9.45,Medium
6.8,16.0,6.44,6.83,2.0,7.0,6.0,3.0,0.2928257686247693,0.822477650063857,4.5,2.9142857142857146,8.83,Medium
7.85,19.0,5.24,6.74,5.0,7.0,4.0,4.0,0.292284866425477,0.6770025839793282,6.0,6.279999999999999,8.71,Medium
7.62,18.0,6.12,6.79,8.0,5.0,6.0,4.0,0.1620029454842411,0.785622593068036,6.5,4.354285714285714,7.890000000000001,Medium
6.92,19.0,5.49,9.34,9.0,6.0,6.0,5.0,0.23554603851867817,0.5309477756286267,7.5,4.942857142857143,11.54,Medium
6.76,16.0,2.72,6.86,7.0,7.0,7.0,4.0,0.4562682215078326,0.3460559796437659,7.0,3.38,9.99,Medium
7.59,40.0,6.25,8.32,9.0,5.0,4.0,6.0,0.3774038461084851,0.6706008583690987,7.0,9.108,11.46,Medium
6.03,27.0,3.91,7.06,6.0,6.0,7.0,3.0,0.053824362598608455,0.48511166253101745,6.0,2.26125,7.4399999999999995,Medium
6.23,8.000000000000004,7.09,8.96,10.0,8.0,6.0,4.0,0.2622767856850137,0.7118473895582329,9.0,3.56,11.31,Medium
4.76,27.0,7.04,8.16,7.0,5.0,8.0,6.0,0.1911764705648068,0.7685589519650655,6.0,3.173333333333334,9.72,Medium
6.91,0.0,5.79,8.69,9.0,9.0,8.0,2.0,0.41081703102292094,0.5975232198142415,9.0,1.5355555555555562,12.26,High
6.91,22.0,7.09,11.09,10.0,8.0,7.0,4.0,0.15238954011249872,0.586435070306038,9.0,3.455,12.78,Medium
6.61,7.0,6.68,9.05,9.0,9.0,8.0,1.0000000000000004,0.18784530384664688,0.6646766169154228,9.0,0.7344444444444442,10.75,High
6.89,12.000000000000002,6.38,7.91,5.0,8.0,7.0,4.0,0.19974715547411537,0.7160493827160493,6.5,3.445,9.49,Medium
6.94,20.0,6.12,9.14,7.0,7.0,8.0,5.0,0.18927789932283612,0.6035502958579881,7.0,3.855555555555556,10.870000000000001,Medium
6.69,26.0,7.12,8.09,7.0,7.0,5.0,6.0,0.26452410379919356,0.7832783278327833,7.0,6.69,10.23,Medium
6.82,4.0,6.24,10.37,7.0,6.0,8.0,5.0,0.17261330760148375,0.5488126649076518,6.5,3.788888888888889,12.16,Medium
7.71,23.0,6.15,7.8,7.0,4.0,6.0,7.0,0.3410256409819198,0.6988636363636364,5.5,7.71,10.46,Medium
8.79,27.0,6.22,7.16,3.0,4.0,5.0,4.0,0.23184357538661404,0.7622549019607843,3.5,5.859999999999999,8.82,Medium
6.81,30.0,5.02,6.69,5.0,4.0,8.0,5.0,0.2720478325452843,0.6527958387516254,4.5,3.783333333333333,8.51,Medium
7.46,3.0,4.22,9.88,4.0,5.0,8.0,3.0,0.24898785422581093,0.3878676470588235,4.5,2.4866666666666664,12.34,Medium
7.11,22.0,8.2,8.42,8.0,4.0,6.0,6.0,0.21258907360895618,0.870488322717622,6.0,6.094285714285715,10.21,Medium
6.36,17.0,7.28,8.81,6.0,7.0,8.0,3.0,0.21906923947570156,0.7420998980632008,6.5,2.12,10.74,Medium
7.6,38.0,5.66,8.2,4.0,8.0,5.0,5.0,0.4353658536054432,0.6152173913043479,6.0,6.333333333333333,11.77,Medium
7.35,20.0,4.56,8.93,6.0,5.0,6.0,5.0,0.3001119820492596,0.45921450151057397,5.5,5.25,11.61,Medium
7.41,27.0,4.71,10.19,9.0,5.0,5.0,5.0,0.20215897937172145,0.42091152815013405,7.0,6.175,12.25,Medium
7.76,13.0,4.65,8.34,7.0,5.0,6.0,6.0,0.26258992802606834,0.4978586723768737,6.0,6.651428571428572,10.53,Medium
6.93,15.0,5.65,6.69,6.0,3.0,8.0,4.0,0.41255605374999155,0.7347204161248374,4.5,3.08,9.45,Medium
6.86,32.0,4.66,7.79,7.0,5.0,6.0,4.0,0.2362002567090885,0.5301478953356087,6.0,3.9200000000000004,9.63,Medium
7.36,2.0,4.64,7.73,8.0,5.0,6.0,5.0,0.4178525225850126,0.531500572737686,6.5,5.257142857142858,10.96,Medium
8.09,24.0,2.12,8.05,5.0,6.0,5.0,6.0,0.334161490641719,0.23425414364640884,5.5,8.09,10.74,Medium
8.21,37.0,2.11,8.37,7.0,4.0,5.0,4.0,0.28076463556980114,0.22518676627534684,5.5,5.473333333333334,10.719999999999999,Medium
7.69,28.0,3.09,7.55,6.0,6.0,6.0,6.0,0.1311258277972019,0.3614035087719298,6.0,6.591428571428572,8.54,Medium
7.53,26.0,2.95,8.39,7.0,5.0,8.0,3.0,0.20023837899877966,0.3141640042598509,6.0,2.51,10.07,Medium
7.98,12.000000000000002,2.96,8.31,6.0,6.0,4.0,5.0,0.23104693138013876,0.31793770139634797,6.0,7.980000000000002,10.23,Medium
7.84,24.0,2.4,4.86,7.0,9.0,6.0,4.0,0.3518518517794543,0.40955631399317405,8.0,4.4799999999999995,6.57,Medium
7.97,24.0,1.9699999999999998,6.9,7.0,4.0,5.0,3.0,0.37971014487250576,0.24936708860759493,5.5,3.985,9.52,Medium
6.98,41.0,2.03,8.63,6.0,7.0,7.0,4.0,0.3371958284661418,0.21079958463136028,6.5,3.49,11.540000000000001,Medium
7.72,24.0,2.26,7.74,7.0,7.0,6.0,2.0,0.27002583975839456,0.25858123569794045,7.0,2.2057142857142855,9.83,Medium
8.73,32.0,3.31,6.33,7.0,7.0,3.0,3.0,0.35545023691067135,0.451568894952251,7.0,6.5475,8.58,Medium
8.26,13.0,3.26,6.61,6.0,9.0,4.0,5.0,0.29046898634032237,0.42838370565045986,7.5,8.26,8.530000000000001,Medium
6.85,40.0,4.39,7.81,8.0,7.0,6.0,5.0,0.18437900125680168,0.4982973893303065,7.5,4.892857142857143,9.25,Medium
8.17,37.0,2.53,8.36,7.0,7.0,6.0,4.0,0.22966507174286308,0.2702991452991453,7.0,4.668571428571428,10.28,Medium
8.25,32.0,4.02,6.44,5.0,2.0,6.0,5.0,0.20962732915999577,0.5403225806451613,3.5,5.892857142857143,7.790000000000001,Medium
7.81,31.0,0.94,9.12,8.0,1.0,4.0,7.0,0.366228070135282,0.09288537549407117,4.5,10.934000000000001,12.459999999999999,Low
7.47,39.0,0.94,6.4,5.0,5.0,4.0,5.0,0.5343749999165038,0.127027027027027,5.0,7.470000000000001,9.82,Medium
7.28,19.0,1.9,6.77,7.0,6.0,5.0,5.0,0.3958641062930777,0.24453024453024452,6.5,6.066666666666666,9.45,Medium
6.97,8.000000000000004,3.7,6.78,5.0,7.0,4.0,6.0,0.3023598819613038,0.4755784061696658,6.0,8.364,8.83,Medium
7.05,29.0,2.03,7.34,8.0,7.0,5.0,5.0,0.24659400541599538,0.24340527577937648,7.5,5.875,9.15,Medium
8.22,33.0,3.49,7.89,7.0,5.0,5.0,6.0,0.38529784532505734,0.3925759280089989,6.0,8.22,10.93,Medium
6.67,19.0,1.6799999999999997,9.0,8.0,8.0,7.0,4.0,0.4022222221775309,0.16799999999999998,8.0,3.335,12.620000000000001,Medium
7.77,16.0,3.1,8.34,6.0,8.0,6.0,5.0,0.3009592325778226,0.33190578158458245,7.0,5.549999999999999,10.85,Medium
7.34,26.0,1.44,7.5,9.0,5.0,7.0,5.0,0.32933333328942227,0.16941176470588237,7.0,4.5875,9.97,Medium
7.01,52.0,3.89,7.29,7.0,4.0,7.0,4.0,0.9999999998628257,0.46924004825090476,5.5,3.505,14.58,Medium
6.85,21.0,4.19,9.06,8.0,5.0,7.0,4.0,0.34878587192618254,0.41650099403578533,6.5,3.425,12.22,Medium
8.08,28.0,2.76,7.58,7.0,5.0,8.0,3.0,0.31002638518337383,0.32167832167832167,6.0,2.6933333333333334,9.93,Medium
6.58,14.0,4.85,8.41,10.0,8.0,10.0,5.0,0.2175980974770989,0.5154091392136025,9.0,2.9909090909090907,10.24,Medium
6.31,17.0,5.15,7.77,10.0,7.0,7.0,4.0,0.05405405404709729,0.5872291904218929,8.5,3.155,8.19,High
7.15,31.0,4.95,9.64,10.0,6.0,5.0,7.0,0.3381742738238408,0.46522556390977443,8.0,8.341666666666667,12.9,Medium
8.31,32.0,6.2,8.34,7.0,7.0,7.0,3.0,0.19424460429325607,0.6638115631691649,7.0,3.11625,9.96,Medium
7.0,0.0,5.5,10.01,10.0,10.0,8.0,2.0,0.20779220777144936,0.49954586739327883,10.0,1.5555555555555554,12.09,High
7.71,7.0,5.14,7.2,8.0,8.0,7.0,4.0,0.9999999998611111,0.6268292682926829,8.0,3.855,14.4,Medium
6.44,35.0,4.38,9.13,9.0,7.0,6.0,3.0,0.20481927708600006,0.43237907206317866,8.0,2.7600000000000002,11.0,Medium
7.77,5.0,3.55,10.13,7.0,10.0,8.0,2.0,0.21125370185476272,0.3189577717879605,8.5,1.7266666666666666,12.270000000000001,Medium
8.38,22.0,2.88,9.22,8.0,5.0,5.0,5.0,0.27440347068607335,0.28180039138943247,6.5,6.983333333333334,11.75,Medium
7.84,19.0,2.2300000000000004,7.86,5.0,6.0,3.0,6.0,0.3129770991968222,0.25169300225733643,5.5,11.76,10.32,Low
8.13,21.0,0.77,7.21,6.0,5.0,5.0,5.0,0.22191400829099664,0.09378806333739342,5.5,6.775000000000001,8.81,Medium
7.41,33.0,4.1,9.94,4.0,5.0,7.0,3.0,0.15492957744920227,0.37477148080438755,4.5,2.7787500000000005,11.48,Medium
8.01,31.0,4.27,10.67,7.0,10.0,5.0,3.0,0.17525773194233762,0.3658954584404456,8.5,4.005,12.54,Medium
7.78,25.0,2.82,9.24,6.0,5.0,7.0,4.0,0.9999999998917749,0.275390625,5.5,3.89,18.48,Medium
7.63,11.0,3.32,6.59,7.0,6.0,6.0,2.0,0.35204855836842963,0.43741765480895917,6.5,2.18,8.91,Medium
8.68,16.0,2.6,6.91,9.0,3.0,6.0,5.0,0.27496382051013546,0.32869785082174463,6.0,6.2,8.81,Medium
7.58,31.0,2.43,7.88,4.0,5.0,5.0,5.0,0.37944162431732975,0.2736486486486487,4.5,6.316666666666666,10.870000000000001,Medium
6.96,27.0,2.31,6.42,8.0,9.0,2.0,7.0,0.3769470404397279,0.3113207547169811,8.5,16.24,8.84,Medium
7.16,20.0,2.89,8.44,7.0,6.0,7.0,3.0,0.2014218009240022,0.3061440677966102,6.5,2.685,10.139999999999999,Medium
6.9,24.0,1.6600000000000001,6.81,7.0,7.0,5.0,2.0,0.3773861967140402,0.21254801536491674,7.0,2.3000000000000003,9.379999999999999,Medium
8.55,10.0,3.6,6.88,7.0,7.0,5.0,5.0,0.4767441859772174,0.4568527918781726,7.0,7.125,10.16,Medium
5.92,43.0,2.42,6.19,5.0,8.0,6.0,6.0,0.4054927301445084,0.33657858136300417,6.5,5.074285714285714,8.7,Medium
6.95,26.0,2.52,8.79,5.0,7.0,6.0,4.0,0.18998862341410827,0.25740551583248217,6.0,3.9714285714285715,10.459999999999999,Medium
7.65,28.0,1.9,8.69,5.0,7.0,5.0,6.0,0.24050632908624783,0.196078431372549,6.0,7.650000000000001,10.78,Medium
7.34,24.0,2.12,9.03,9.0,7.0,6.0,6.0,0.22812846066133688,0.2113659022931207,8.0,6.291428571428571,11.09,Medium
7.6,24.0,1.6600000000000001,7.57,6.0,6.0,7.0,3.0,0.261558784641802,0.19369894982497082,6.0,2.8499999999999996,9.55,Medium
6.66,10.0,2.1800000000000006,7.33,6.0,4.0,4.0,7.0,0.2974079126470112,0.2617046818727491,5.0,9.324000000000002,9.51,Low
