sleep_hours,study_hours,screen_time_hours,social_media_hours,physical_activity_minutes,caffeine_intake_mg,mood_score,fatigue_level,assignment_load,deadline_pressure,social_interaction_score,financial_worry_score,health_condition_score,social_media_ratio,study_screen_balance,academic_pressure_index,recovery_index,digital_pressure_index,emotional_pressure_index,stress_level
5.783805827481851,3.6368746017201676,5.8898794387358215,2.6619490383626356,2.654854312953727,147.15946677512474,5.0,7.109142385492287,8.0,7.0,7.672572843523138,7.0,7.0,0.45636891518115646,0.5306523685370554,7.5,3.5726617611211537,8.551828477098457,12.109142385492287,High
6.76800804284796,6.370166595135327,8.600526353849887,2.18,10.047967828608162,139.18454691366125,1.0239839143040812,9.011991957152041,7.98800804284796,6.01199195715204,6.98800804284796,3.01199195715204,6.0,0.2535006957742919,0.6634899733800558,7.0,0.6887731382342235,10.780526353849886,17.98800804284796,High
5.055167906663192,6.523070962531192,7.4873362710343025,2.471601579537414,33.600440655145455,203.20308458601818,3.0,9.0,10.0,9.711062149428283,6.711062149428283,7.711062149428283,5.0,0.32990259400402994,0.7687129370531579,9.855531074714142,1.5165503719989575,9.958937850571717,16.0,High
8.126397274345289,5.446266016984486,8.963473029036365,4.419478092041702,4.723232707856539,405.74679660310267,3.0,7.143602725654711,10.0,8.712794548690578,6.0,6.856397274345289,6.143602725654712,0.49275663225820737,0.548582744790409,9.356397274345289,3.00389931889991,13.382951121078065,14.143602725654711,High
6.337192842864471,7.132370720046909,7.257551524386137,0.9275097194458692,19.0,396.86965430477187,2.0,7.0,7.48221228175621,8.482212281756208,7.48221228175621,4.446636845268628,6.0,0.13112517482000902,0.879404334020524,7.98221228175621,1.5842982107161179,8.185061243832006,15.0,High
5.8451896679204465,5.345707904635104,5.9469563797620015,1.192904719364234,0.0,274.06660710992765,4.290471936423402,7.709528063576598,8.709528063576599,7.290471936423402,4.290471936423402,5.290471936423402,4.290471936423402,0.20176207192711054,0.7790032827874186,8.0,2.9114910793195774,7.139861099126236,13.419056127153196,High
5.527829615355563,4.331938358280234,11.757287143468037,4.7098449015119215,18.775194183794056,307.5813832104873,2.387597091897028,9.387597091897028,8.775194183794056,8.0,7.224805816205944,4.7751941837940555,5.387597091897028,0.40332258541291666,0.33630451836130865,8.387597091897028,1.2755448659175905,16.467132044979955,17.0,High
6.480710554595697,5.066844854508434,6.934804481413603,2.032177309133218,42.75554091041306,65.97783635834774,4.0,6.951108182082613,7.0,7.951108182082613,5.853324546247838,3.0488918179173874,8.0,0.2937923321898896,0.639366359107646,7.475554091041307,3.2623565953606724,8.966981790546821,12.951108182082613,High
5.324355366530502,7.540133298289363,9.69160005734468,2.430088865526242,24.72888846411349,232.6088961100707,1.1822221160283717,9.0,7.182222116028372,7.635555767943256,4.182222116028372,7.0,5.817777883971628,0.25105756954529534,0.705756186709501,7.408888941985814,0.6559821313202869,12.12168892287092,17.81777788397163,High
5.546278587676241,4.7606089894873564,6.027515845336559,2.915513917467999,52.21383299038401,117.99903606571971,5.0,6.868972165064002,7.868972165064002,9.131027834935997,4.0,6.0,6.0,0.4834450709235494,0.6766577401830172,8.5,3.5271414800938854,8.943029762804558,11.868972165064003,High
4.395833520362647,5.044583328411509,8.10625048726058,1.8287500442964164,12.70833579424535,328.50001771856654,3.4583328411509298,8.0,10.0,10.0,6.0833343176981405,5.54166715884907,6.54166715884907,0.22610328470385044,0.5556445585190714,10.0,1.6786572406122597,9.935000531556996,14.54166715884907,High
5.873455852465669,3.4278217822639174,8.837633256402373,2.1352719381339362,18.9636511599887,135.50874812692845,4.0,8.67272480666855,4.6545503866629,9.67272480666855,6.67272480666855,3.98182557999435,3.0,0.24155284553487122,0.3541567070383695,7.163637596665725,2.4400012056287093,10.97290519453631,14.67272480666855,High
6.887906313409835,3.6168332850210776,8.843145766903982,3.183687518117096,15.89479196861826,169.3003587970334,2.403472020921158,8.701736010460579,5.7017360104605785,5.596527979078841,3.4034720209211584,3.403472020921158,5.298263989539421,0.3607790476464718,0.3670985365367172,5.649131994769711,1.6534088302839818,12.026833285021077,16.29826398953942,High
6.064650763171809,2.4653962223484793,8.824899249564032,3.87609469600486,30.02484863922232,18.440227677958575,4.12189392009721,6.439053039951395,8.0,7.87810607990279,3.439053039951395,7.560946960048605,4.878106079902791,0.4402088089357919,0.24929549355656339,7.9390530399513946,3.3800107311852403,12.700993945568893,12.317159119854185,High
5.962509747498032,2.7222631438114346,8.60646906900806,3.9487754240562323,22.42449151887535,54.09779722571703,5.287754240562324,6.287754240562324,7.712245759437676,7.575508481124649,2.7122457594376757,8.0,4.287754240562325,0.4588849704880207,0.28143296249338784,7.643877120281163,4.324091315540206,12.555244493064292,11.0,High
5.73568120570169,7.088067671418074,5.153045413713446,2.275066773113885,25.1522706856723,76.74532388302704,6.543187942983108,8.847729314327703,9.152270685672297,10.0,8.543187942983108,7.847729314327703,3.1522706856722973,0.44143341276211917,1.151945448407357,9.57613534283615,3.7818842621570448,7.428112186827331,12.304541371344595,High
5.6299652851597575,6.832856850469441,8.093083520287973,2.7399652851597573,28.609761089546126,236.94772306824512,2.4721257921104374,9.472125792110438,7.472125792110438,6.0,7.0,4.472125792110438,5.527874207889562,0.3390631688909535,0.750907163846054,6.736062896055219,1.3258310286743336,10.833048805447731,17.0,High
5.205010648016099,5.769369099319849,8.177666465512024,1.0399087812319139,24.10231064239862,265.98388584960264,3.0,6.594253567199919,7.594253567199919,8.40574643280008,4.594253567199919,5.0,5.0,0.12830411244054307,0.6303089171972878,8.0,2.080775940140206,9.217575246743937,13.59425356719992,High
5.586404259776423,7.316982872325996,7.257594971215299,1.9072485726938329,9.880928856112426,183.65321697439512,1.4312143173458254,9.431214317345825,5.86242863469165,8.13757136530835,7.568785682654175,3.0,3.0,0.2640018053105868,0.890379555201253,7.0,0.7392800236439658,9.164843543909132,18.0,High
6.278087403500481,5.627971607224053,8.905338065462658,2.6069929018060134,23.23309672686711,373.1841614559651,2.1165483634335542,8.0,8.883451636566447,7.0,5.116548363433553,4.883451636566446,4.116548363433554,0.2927487044096304,0.5681866838118496,7.941725818283222,1.4840957848654974,11.512330967268671,15.883451636566445,High
5.555182754572691,6.213808369104429,4.5151072278629165,3.421689728826382,66.58007608276753,177.59898556309946,3.4300126804612567,9.430012680461257,8.139974639077487,10.0,5.0,2.5699873195387433,4.8600253609225135,0.7662270351233291,1.1266078423992503,9.069987319538743,1.797356865355749,7.936796956689298,16.0,High
4.688833492438375,3.277044504962015,8.64284405009456,2.174836131852421,37.81061661153317,159.75819340737894,2.0,7.168414106805141,9.663171786389718,8.336828213610282,7.831585893194859,9.0,5.831585893194859,0.2521335710811823,0.34038620814638143,9.0,1.1454492428061105,10.817680181946981,15.168414106805141,High
4.313894308564221,3.9949572090016923,8.639908431923704,3.121328625546839,17.97342748906322,317.0265725109368,3.336285834548531,8.33628583454853,8.672571669097062,7.327428330902938,4.336285834548531,5.663714165451469,6.0,0.36443493371434393,0.4174182040199319,8.0,1.5375053765477724,11.761237057470542,15.0,High
5.267687277765908,4.436890961033685,9.720388484268117,3.989715601167063,19.858767993331067,44.921335736577134,2.5706160033344663,7.429383996665534,9.141232006668933,10.0,6.570616003334466,6.570616003334466,6.0,0.41104387212870674,0.41448623208607305,9.570616003334466,1.6047408487071757,13.71010408543518,14.858767993331067,High
6.351996679026946,4.376106875900028,4.144110196873083,3.2868337232565357,18.57059400843436,289.78028530652114,3.0,7.0,9.151211412260846,10.0,3.1512114122608446,2.4536342367825337,6.0,0.8042747775103949,0.8524277232220182,9.575605706130423,2.3819987546351054,7.430943920129618,14.0,High
5.194478602135565,7.081262380886072,7.480954961665991,1.6015258830747117,11.67398617190668,203.7914408542258,1.2217342552062211,8.221734255206222,8.0,8.221734255206222,7.778265744793779,3.4434685104124423,3.5565314895875577,0.2149659198095723,0.8353946257637981,8.110867127603111,0.6784722066159494,9.082480844740703,17.0,High
4.964840409937378,9.971589871665852,7.984700025849804,2.175512358969667,34.76325897881604,163.79505641213308,2.7243820515166335,8.0,8.275617948483367,8.275617948483367,6.724382051516634,5.0,5.0,0.27323223761256865,1.1133908075485102,8.275617948483367,1.4727327151484562,10.160212384819472,15.275617948483367,High
4.986491401459332,3.136722357347616,5.904678131387557,2.880063883845436,20.897788701997094,271.37936121863953,5.0,5.700737099334303,9.0,7.598525801331395,7.401474198668605,7.299262900665697,7.0,0.49796041046425044,0.4518768974675964,8.299262900665697,3.7566567232615897,8.784742015232993,10.700737099334303,High
5.4400441159250725,3.2616536843425914,9.02250775342927,3.045848900133832,7.032191368350368,111.34734944797808,1.560488039478102,7.879023921043796,9.0,5.560488039478102,2.560488039478102,6.0,4.0,0.3382714003074384,0.3277642945210637,7.280244019739051,1.0349919341753249,12.068356653563102,16.318535881565694,High
5.664775953665025,7.0603893079418185,9.711665927161498,4.472942546381175,24.633318543229933,363.96694767863124,2.0611135761283443,9.938886423871654,6.061113576128344,5.1833407283850335,6.938886423871656,4.061113576128344,5.0,0.46045564255219096,0.659187397523696,5.622227152256689,1.065855156608662,14.18460847354267,17.877772847743312,High
7.39512166023472,4.70512166023472,8.043780415058679,3.0862789237616193,35.033531129401,255.47270101204109,2.0,8.0,8.344510376467,10.0,7.0,5.6554896235330006,5.6554896235330006,0.38356739051208105,0.520245142211209,9.1722551882335,1.6433603689410488,11.130059338820299,16.0,High
6.22073820971784,5.012176302518964,8.307430427474213,2.3085235805643194,23.404599196146876,379.3384435512743,3.466922177563715,7.533077822436285,9.533077822436285,9.0,9.0,6.0,6.0,0.27879653210315536,0.537984699764289,9.266538911218142,2.569295115086091,10.615954008038532,14.06615564487257,High
5.407494646170088,5.153220227221746,7.711030033911722,5.749403173187308,8.8173282839612,212.65222643003233,2.530445286006467,10.0,9.530445286006467,9.0,7.0,9.0,5.469554713993533,0.756747583812622,0.5958745821067152,9.265222643003234,1.279265758947262,13.46043320709903,17.46955471399353,High
6.188796460765575,5.794195560906746,8.47388626289127,2.6257208757784722,36.48391121813492,135.2335992775893,8.48391121813492,8.24195560906746,10.0,9.37902219546627,4.62097780453373,5.516088781865079,5.62097780453373,0.3149052620713472,0.6146413655513877,9.689511097733135,5.638266721850819,11.099607138669743,9.75804439093254,High
7.721828140097014,8.009290709148416,8.320429578540224,2.385394614501305,1.7022980437989474,185.83716340633157,1.0000000000000004,7.0,7.070929085158289,10.0,7.07092908515829,2.858141829683421,5.0,0.28644698534028273,0.8595317352615757,8.535464542579145,0.9652285175121271,10.70582419304153,16.0,High
5.53697870360481,4.247176247501935,5.627659132583795,2.7274396393647677,58.51207212704649,146.72201461457405,2.2494512669524322,7.249451266952432,8.249451266952432,8.249451266952432,2.748353800857297,5.4989025339048645,5.0,0.48509019307134343,0.6418068413316275,8.249451266952432,1.514167210772262,8.355098771948562,15.0,High
4.724935008068802,4.838057624648767,7.942816724284249,3.04641854497646,14.216161173868459,318.88427210567284,4.0,9.0,10.0,6.316594453409779,5.6331889068195595,5.316594453409779,6.316594453409779,0.3845338721636786,0.5401450774032142,8.158297226704889,1.889974003227521,10.989235269260709,15.0,High
6.007782446964137,7.798681110095888,7.012566133869888,3.0471062966347042,31.593448610091848,123.33053182151758,2.9630407827356224,8.963040782735623,9.963040782735622,9.963040782735623,5.036959217264378,5.0,5.0,0.43476528573250767,0.9728820391182398,9.963040782735622,1.7852308296552266,10.059672430504593,16.0,High
6.217461566180825,7.024812298822136,8.438852342064225,2.6341723276501945,64.8101537352767,215.25384338191745,3.620307470553396,8.189846264723302,10.0,10.0,5.810153735276698,4.0,8.0,0.31209367491847784,0.7444073185027923,10.0,2.465384180196821,11.073024669714417,14.569538794169906,High
4.778030607568473,6.620563456486515,5.263241227433098,5.202955441282928,25.01408641216287,224.77475266895786,2.98591358783713,8.98591358783713,9.98591358783713,9.98591358783713,8.97182717567426,3.0281728243257398,5.0,0.9894052420468883,1.057327725784336,9.98591358783713,1.4267916988678073,10.466196668716023,16.0,High
6.008122151997237,7.662443039944749,6.828176907747229,3.059343671969612,31.436645599171243,122.84503160124314,3.093892400138126,8.906107599861874,10.0,10.0,5.093892400138126,5.187784800276252,4.9061075998618735,0.4506278205443775,0.9832168178667815,10.0,1.883674436696459,9.887520579716842,15.812215199723749,High
5.523888552318631,3.1218682160933544,7.521882741968551,4.097871121268394,14.679941896499212,155.2939918396756,1.2266472988330706,9.0,6.22664729883307,8.22664729883307,7.77335270116693,5.22664729883307,6.0,0.5454026212173536,0.3668104278353236,7.22664729883307,0.6577798491892404,11.619753863236944,17.773352701166928,High
5.549347024475778,5.861839483357434,7.553602181790792,2.1687708338756337,53.41186507833213,212.99829366835382,4.0,8.294067460833936,10.0,8.294067460833936,2.0,4.588134921667873,6.0,0.2955875752566039,0.6830972297191009,9.147033730416968,2.3819464199009133,9.722373015666426,14.294067460833936,High
5.296033211284982,5.854133707327244,5.700503342398626,3.671843864420329,34.76536553683608,142.55307310736723,1.446926892632785,9.0,8.0,9.0,6.0,2.3407806778983535,2.4469268926327845,0.6453282777155952,0.8850564636159508,8.5,0.7821170154660213,9.372347206818954,17.553073107367215,High
6.475918611953801,5.174081388046199,7.370950692803694,3.309170890050803,44.53681188360278,128.41742603233408,2.463188116397216,8.0,10.0,9.0,8.0,4.463188116397216,5.463188116397216,0.44875622857493996,0.6184341966421992,9.5,1.7942039141164883,10.680121582854497,15.536811883602784,High
6.003860125069713,4.788748904566227,9.364899463373353,3.485387080894655,15.692472059643686,285.5896066169636,3.0,8.28207867660728,10.0,7.717921323392719,7.564157353214561,5.282078676607281,5.0,0.3728138662564476,0.4608022059479858,8.85896066169636,1.941392002690292,12.850286544268009,15.28207867660728,High
5.892430888313666,5.107759859840153,5.494197690090105,0.4360501904580585,4.765173853572115,252.0911967085391,1.2071814718944403,8.0,5.207181471894439,9.585637056211121,5.20718147189444,4.207181471894439,5.792818528105561,0.08385580584119279,0.7770659867793853,7.39640926405278,0.7914543145962929,5.930247880548162,16.79281852810556,High
5.041805026153285,6.89752170684708,6.7420487434616785,0.15107387422810525,29.385376961496398,311.412642938613,2.1590251307664263,9.0,8.0,7.477075392299279,7.0,5.840974869233573,6.681949738467147,0.022548339433665243,0.8908848673817544,7.73853769614964,1.0912130983599648,6.893122617689784,16.840974869233573,High
7.812235027628121,6.949316976396305,7.014590256159084,1.689939899548579,34.0,198.2918051231817,4.0,6.0,8.0,9.0,6.955737820198856,8.696174786534096,7.348087393267049,0.24535039926328625,0.8778739224152614,8.5,4.464134301501784,8.704530155707664,12.0,High
5.434006991319471,3.288399133025359,7.906753661687627,3.2712826231328602,2.8717376867139883,208.8978361930021,3.0,8.0,7.0,9.709420771095338,6.0,6.0,5.0,0.41373353126241125,0.36895655385418913,8.35471038554767,1.811335663773157,11.178036284820486,15.0,High
6.936730207202558,5.848293194743091,7.3240668878648085,2.159580083063104,37.895800830631046,260.77565975991473,3.0260497923422394,6.973950207657761,6.052099584684478,8.026049792342238,7.026049792342239,7.0260497923422385,7.9739502076577615,0.29499429728427373,0.7023732597689878,7.039074688513359,2.6437954619510324,9.483646970927914,13.947900415315523,High
5.430510745969316,6.698727868966559,7.720792714950977,2.7757872494241878,24.451511839074673,223.96663022982142,4.0,7.548488160925326,9.451511839074673,10.0,4.548488160925326,5.0,4.451511839074673,0.36397845034563925,0.7727150611059784,9.725755919537336,2.568077716469695,10.496579964375165,13.548488160925327,High
7.6157337215866265,6.145032394208428,6.609956268199373,2.8652510532115625,11.0,244.6652089399791,9.55361191997214,8.888402979993035,9.0,9.888402979993035,4.111597020006965,7.0,5.888402979993034,0.43382573506073907,0.8076985090606948,9.444201489996518,7.395887592172905,9.475207321410936,9.334791060020896,High
6.733013507566669,6.528674549228599,7.482907583086022,3.3540918012165606,3.256739335311824,337.93549286944074,3.0,8.0,10.0,6.37163033234409,6.371630332344089,5.314184833827955,6.0,0.4468791293723624,0.7729891668677541,8.185815166172045,2.244337835855556,10.836999384302583,15.0,High
5.053079646233066,5.206938407075339,6.835724601890517,2.7009964598970146,1.387681415067739,316.7518229705143,2.0,8.69384070753387,9.30615929246613,9.0,4.693840707533869,5.306159292466131,5.306159292466131,0.39608291988968597,0.6647000759889813,9.153079646233065,1.0473550443425488,9.536721061787532,16.69384070753387,High
4.489553576506339,6.985469075273741,7.000802239866997,1.4019602961073283,27.771188585678967,176.22881141432103,3.8514125723785977,8.851412572378598,8.851412572378598,6.445762282864207,3.8514125723785977,2.1485874276214023,6.0,0.1998786276998839,0.8734137564976805,7.648587427621402,1.7456979383515825,8.402762535974325,15.0,High
5.9021504849917505,7.641543532742201,7.029597635402294,1.6875198867651462,2.3087065484403126,236.53694017733952,3.422823362889921,8.422823362889922,8.845646725779842,9.0,5.422823362889921,6.0,5.577176637110079,0.2398303195818533,0.9516949558722128,8.922823362889922,2.1438417784433104,8.717117522167442,15.0,High
7.109571174238624,6.463917787274838,7.9808043651160645,1.7471910686536687,7.143110887650888,112.85688911234911,2.964222278087278,8.0,10.0,9.964222278087279,5.035777721912722,8.964222278087277,4.964222278087278,0.21862745094973085,0.7203799990052892,9.982111139043639,2.3459257374223657,9.727995433769735,15.035777721912723,High
7.043429172916139,6.544458626526477,8.9911998596529,3.2517145864580694,12.05147268051686,236.76002806941983,2.41143057638713,9.58856942361287,9.41143057638713,5.0,5.41143057638713,7.17713884722574,7.0,0.36169205631571233,0.6551559024018415,7.205715288193565,1.631685975981989,12.24291444611097,17.17713884722574,High
6.540452935527422,5.151986830977804,6.647253454404698,2.1805332468537872,46.52666234268936,122.59934154889021,2.6526662342689367,6.347333765731063,6.347333765731063,9.347333765731063,7.652666234268937,5.305332468537873,5.0,0.32844930855716514,0.6734987394850986,7.847333765731063,2.434629370861303,8.827786701258486,13.694667531462127,High
5.825572330138019,5.658785660689113,9.475578136724257,2.031098207586139,23.667053772415827,292.55026511031707,2.0,7.444508962069304,7.0,10.0,5.889017924138608,4.444508962069304,7.0,0.21461457322104738,0.5415925191199165,8.5,1.3826786796580124,11.506676344310396,15.444508962069303,High
5.799273057664021,5.753998182847884,5.360969256447972,1.450484628223986,22.0,276.4063304256172,3.0242314111992967,7.012115705599649,9.012115705599648,9.0,7.0,3.9757685888007033,5.0,0.27056327452670265,0.9045728157920403,9.006057852799824,2.1872839792885324,6.811453884671959,13.987884294400352,High
5.955219753913321,1.5100347692102076,4.862418646300517,3.8919096000534594,0.5324061543944545,91.80208615261247,2.133101538598614,7.0,8.866898461401387,9.866898461401385,8.600695384204158,7.0,4.8668984614013855,0.802513308521261,0.25893174740317926,9.366898461401385,1.5949534155107248,8.754328246353975,14.866898461401385,High
7.33124078258039,5.935947938901537,7.788822128046738,3.6850976145596177,3.9542299642501,314.3986984725384,3.0,8.0,9.849674618134607,7.3006507637307845,6.6993492362692155,5.150325381865392,6.0,0.4734493885497356,0.6766567909521595,8.575162690932697,2.4437469275267967,11.473919742606355,15.0,High
5.773179352743291,1.7027400409851823,3.4106476526311575,3.410647652631157,10.329483818582293,131.70289881297555,3.0,7.978034412094513,9.021965587905488,8.978034412094514,6.9341032362835415,3.9780344120945137,7.0,0.9999999997064214,0.385864780820229,9.0,1.930213998376051,6.821295305262314,14.978034412094514,High
4.967373563416405,6.975740854972171,7.633655693781755,3.727817133897889,2.369122284055223,212.57763840309693,2.1579414856036814,8.0,8.0,8.157941485603681,3.8420585143963186,2.1579414856036814,6.0,0.48633189353000983,0.8073445286665837,8.07897074280184,1.192659004887493,11.361472827679643,15.842058514396319,High
5.892021047399883,6.798361636209819,9.689399665335593,3.8995646978905905,3.21310691032145,251.8141592803156,2.0,8.0,6.535517818386908,8.0,4.535517818386909,6.0,5.928964363226183,0.4006395385834521,0.6355112581389961,7.2677589091934545,1.3093380105333075,13.588964363226182,16.0,High
4.432893265012163,6.058016762115361,6.268953246927147,1.9768700391842011,33.47133192672099,279.7580126595111,3.0336665661943565,9.0,10.0,10.0,7.0336665661943565,2.966333433805643,5.0,0.3157604749207525,0.8342049669860325,10.0,1.347004261696576,8.245823286111348,15.966333433805644,High
6.723418623821036,6.051104194481256,6.711709311910518,2.695053020188634,24.590767614389325,76.6406753195887,3.0,6.313162752357927,7.0,7.843418623821036,7.0,8.686837247642073,5.0,0.402102740205607,0.7846090303617528,7.421709311910518,2.7937795538345105,9.406762332099154,13.313162752357927,High
7.496124862271397,5.608595151897746,9.41726192350049,2.0554346371779646,27.95059420747305,80.63869431760045,2.1863096175024506,5.186309617502451,9.18630961750245,9.81369038249755,5.186309617502451,7.186309617502451,7.0,0.21786891194172353,0.5386780940414145,9.5,2.6104940579252696,11.472696560678456,13.0,High
5.957788605949782,5.838060790846589,5.864903619221772,3.809754289549976,46.73183646071601,129.31783511822448,2.0,9.0,6.0,8.073183646071602,6.1463672921432035,6.1463672921432035,5.0,0.65393385491401,0.8521530280442573,7.036591823035801,1.1915577211899562,9.674657908771746,17.0,High
4.019127271534284,4.807824241728332,6.189298834942382,3.2787631704002385,38.411375292904765,173.006620020619,2.2943123535476175,9.0,7.0,7.411375292904765,5.0,3.0,3.7056876464523825,0.5297381092587058,0.6718804048929499,7.2056876464523825,0.9545133793232368,9.46806200534262,16.705687646452382,High
5.679362331921049,3.2006376680789512,9.150434978815731,0.47491069652639784,12.936233192104874,238.44099939473517,4.151966686842161,8.848033313157838,6.3039333736843215,4.848033313157839,5.3039333736843215,8.0,6.0,0.05460048217403263,0.3158887319810686,5.575983343421081,2.4045975874433223,9.62534567534213,14.696066626315679,High
5.857188591151881,4.138876482136933,8.897869853422373,2.4442908225376074,20.36095602671166,197.84342265443564,2.3934926711186097,10.0,8.78698534223722,8.60650732888139,2.3934926711186097,6.39349267111861,6.0,0.27467115013801063,0.4181353361988523,8.696746335559304,1.2638360394293846,11.342160675959981,17.606507328881392,High
5.20255631729344,4.963070677128032,8.02212220780994,1.193553126219086,8.84404916322066,428.7315092747913,2.9437300557852897,9.05626994421471,9.05626994421471,9.0,4.05626994421471,7.94373005578529,3.112539888429421,0.1487300081733567,0.5501452414945435,9.028134972107356,1.5281149811950776,9.215675334029026,16.11253988842942,High
5.481832116520576,4.966113573761403,8.726821314157778,3.2360487595846084,7.788087610518499,303.4415182888724,1.567328466082306,10.0,9.567328466082305,10.0,4.432671533917694,3.432671533917694,2.432671533917694,0.3705304800697613,0.5125326686950998,9.783664233041153,0.7866543856291517,11.962870073742387,18.432671533917695,High
5.836785434707556,7.031349884359981,6.971305346344648,1.9221207745206297,22.001113450383333,300.99443274808334,1.0000000000000004,7.222098505512963,6.777901494487037,10.0,6.0,5.555802988974074,6.0,0.2837931281792413,0.8794496644256404,8.388950747243518,0.7138970488792644,8.893426120865279,16.222098505512964,High
4.547556087642057,4.105661079758393,7.587841117816556,2.665397205458613,2.769860272930636,148.13644712662196,2.5539720545861275,8.553972054586128,6.4460279454138725,8.107944109172255,7.4460279454138725,7.4460279454138725,4.4460279454138725,0.35129170950014704,0.47788403212272934,7.276986027293064,1.2091977772703943,10.253238323275168,16.0,High
6.748771656566941,6.169879388615768,7.046920836146167,2.7354512699446434,23.589768487264813,238.8139469545949,4.0,6.647442121816203,10.0,10.0,4.352557878183797,5.352557878183797,5.352557878183797,0.38907353222715213,0.7686125634251966,10.0,3.571566413010551,9.782372106090811,12.647442121816203,High
5.170053531255891,2.9054523599622533,6.404138118980189,3.557850643626069,22.019539603399373,132.40845877242973,4.0,7.67317986779979,7.0,6.653640264400418,4.653640264400418,7.67317986779979,4.0,0.5563408578890641,0.38943022348455686,6.82682013220021,2.385316738180674,9.961988762606257,13.67317986779979,High
5.563958611728178,4.781330448743021,6.227186530083074,3.7993020411276035,33.90185306931769,297.02507759335407,3.0,8.0,8.0,9.0,6.0,7.677208164510414,5.0,0.6128879887555578,0.6619482589732569,8.5,1.854652870576059,10.026488571210677,15.0,High
4.96544635100056,8.235046989618228,6.645015663206077,2.716983164572099,28.711433132983345,144.63273307834243,4.0,7.986883324226516,8.986883324226515,9.013116675773485,7.986883324226516,7.013116675773484,5.0,0.4088665548540816,1.077113938544638,9.0,2.2118785298514476,9.361998827778175,13.986883324226515,High
5.784574283154313,4.0693112842475445,5.317277680577959,3.2463937032988035,21.32293952371851,178.0591084989106,3.1786876556706547,6.0,9.178687655670654,7.178687655670655,5.821312344329345,7.178687655670655,6.0,0.6158938902108053,0.6461764238394972,8.178687655670654,2.61439534635963,8.563671383876763,12.821312344329346,High
5.339871993887853,4.786110533369165,7.933377442182249,4.035210170149538,0.0,106.81672720327106,4.0,8.636654559345788,9.273309118691575,8.0,6.6366545593457875,6.6366545593457875,5.0,0.5074043678033412,0.534766361339371,8.636654559345788,2.2267044142874384,11.968587612331786,14.636654559345788,High
6.999623522734799,1.7533484483903896,8.945824401261119,3.302144820776696,4.815746067041456,319.0416324261621,2.0,7.770678758712312,7.458642482575376,8.770678758712311,9.0,3.0,4.229321241287688,0.3729085589100971,0.17948045152925124,8.114660620643845,1.6013361421986039,12.247969222037813,15.770678758712311,High
5.327234905988406,6.011215286670918,9.45822188486802,3.9870228307791304,21.744698119768117,369.0562828461063,4.0,8.418433960077294,7.581566039922705,7.0,6.0,3.4184339600772944,6.0,0.42305494922332465,0.578993194296411,7.290783019961353,2.2702113381812903,13.44524471564715,14.418433960077294,High
6.830649470927652,6.6529958554223985,8.139422692508756,1.3324907113675588,0.9927836563594283,305.9746355161018,4.0,8.801443268728114,9.801443268728114,8.397113462543771,6.0,4.801443268728114,3.8014432687281143,0.1640867747615702,0.7286735641645838,9.099278365635943,2.7893558795412425,9.471913403876314,14.801443268728114,High
6.146129981390861,4.868514040940105,7.1061610055827416,0.28077400372182737,23.2290986973603,73.23220111654831,3.538700186091386,9.538700186091386,7.0,6.538700186091385,6.0,5.0,4.461299813908614,0.03950856988399104,0.6005713709482519,6.769350093045693,2.052952612109096,7.386935009304569,16.0,High
5.725167870268278,7.846051160462713,9.335135894979082,3.0898720988432173,26.099520370662066,222.60831357519086,3.0,7.0,9.699840123554022,8.300159876445978,4.300159876445978,2.0,7.0,0.33313520773135563,0.7596900233754509,9.0,2.146937951350604,12.425007993822298,14.0,High
6.84923494173757,6.671541834018458,9.365211770179403,2.499390296888776,18.53436903434137,7.213981963608518,3.7328154828293147,8.0,7.267184517170685,6.267184517170685,4.801553551512057,7.4656309656586295,7.0,0.2693144730607682,0.6429314516231955,6.767184517170685,2.8449035174149975,11.86460206706818,14.267184517170685,High
4.528653335354724,6.2344596645492025,7.128807012224413,1.760983152468901,34.56477195110235,295.4767018288582,3.7823859755511746,10.0,9.0,7.435228048897651,4.0,1.4352280488976512,5.0,0.246400295476824,0.769242980863784,8.217614024448824,1.560133083121185,8.889790164693313,16.217614024448824,High
6.345659833051072,3.927118964040251,7.003559482020125,4.269795522263147,0.0,149.16604623302317,2.6474597602683394,9.0,9.17627011986583,7.82372988013417,7.35254023973166,5.5288103595974905,5.17627011986583,0.6101612738560253,0.49059362642000987,8.5,1.6477537358701362,11.273355004283273,16.35254023973166,High
6.218493165151019,3.477655761314945,6.4349348139176445,3.0568791510138897,23.818603506846625,89.44277330406871,3.0,7.0,7.4181396493153375,8.0,7.4181396493153375,4.4181396493153375,6.5818603506846625,0.4786922112445471,0.467269144707599,7.709069824657669,2.331934936931632,9.491813964931534,14.0,High
5.10506241874837,5.212570356988569,8.752081108133774,8.752081108133776,31.601457645432212,177.46669792116674,2.5816856685970713,10.0,9.290842834298536,8.418314331402929,5.872528502895607,5.1633713371941425,4.709157165701464,0.9999999998850749,0.5467357912171096,8.854578582850731,1.2142767549642635,17.50416221626755,17.41831433140293,High
6.93696620912843,7.938540983715267,9.421996319477785,2.457767480822698,50.95831382043622,283.6072264838448,3.0,8.139879558602587,9.0,8.860120441397413,6.139879558602587,7.279759117205173,6.860120441397413,0.26261580626956116,0.7652452082724611,8.930060220698707,2.2855118209773146,11.879763800300482,15.139879558602587,High
